cod;value
0301040087;ATENDIMENTO EM GRUPO NA ATENÇÃO BÁSICA
0301040095;EXAME DO PÉ DIABÉTICO
0301040109;SESSÃO DE AURICULOTERAPIA
0301040117;SESSÃO DE MASSOTERAPIA
0301040125;ORIENTAÇÃO DE TRATAMENTO TERMAL/CRENOTERÁPICO
0301050015;ACOMPANHAMENTO E AVALIACAO DOMICILIAR DE PACIENTE SUBMETIDO - VENTILAÇÃO MECANICA NÇO INVASIVA - pac
0301050023;ASSISTÊNCIA DOMICILIAR POR EQUIPE MULTIPROFISSIONAL.
0301050031;ASSISTÊNCIA DOMICILIAR POR EQUIPE MULTIPROFISSIONAL NA ATENÇÃO ESPECIALIZADA
0301050040;ASSISTENCIA DOMICILIAR TERAPEUTICA MULTIPROFISSIONAL EM HIV/AIDS (ADTM)
0301050058;ASSISTENCIA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO
0301050066;INSTALACAO / MANUTENCAO DE VENTILAÇÃO MECÂNICA NÇO INVASIVA DOMICILIAR
0301050074;INTERNAÇÃO DOMICILIAR
0301050082;ANTIBIOTICOTERAPIA PARENTERAL
0301050090;ATENDIMENTO MEDICO COM FINALIDADE DE ATESTAR OBITO
0301050104;VISITA DOMICILIAR POS OBITO
0301050112;ADMINISTRAÇÃO DE IMUNODERIVADOS (ORAL E/OU PARENTERAL)
0301050120;TERAPIA DE REIDRATAÇÃO PARENTERAL
0301050139;BUSCA ATIVA
0301050147;VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL SUPERIOR
0301050155;ACOMPANHAMENTO DE PACIENTE EM TERAPIA NUTRICIONAL
0301060010;DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA PEDIATRICA
0301060029;ATENDIMENTO DE URGENCIA C/ OBSERVACAO ATE 24 HORAS EM ATENCAO ESPECIALIZADA
0301060037;ATENDIMENTO DE URGÊNCIA EM ATENÇÃO BÁSICA
0301060045;ATENDIMENTO DE URGÊNCIA EM ATENÇÃO BÁSICA COM OBSERVAÇÃO ATÉ 8 HORAS
0301060053;ATENDIMENTO DE URGÊNCIA EM ATENÇÃO BÁSICA COM REMOÇÃO
0301060061;ATENDIMENTO DE URGENCIA EM ATENCAO ESPECIALIZADA
0301060070;DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA CIRURGICA
0301060088;DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA
0301060096;ATENDIMENTO MEDICO EM UNIDADE DE PRONTO ATENDIMENTO
0301060100;ATENDIMENTO ORTOPÉDICO COM IMOBILIZAÇÃO PROVISÓRIA
0301060118;ACOLHIMENTO COM CLASSIFICAÇÃO DE RISCO
0301070016;ACOMPANHAMENTO DE PACIENTE C/ IMPLANTE COCLEAR
0301070024;ACOMPANHAMENTO DE PACIENTE EM REABILITACAO EM COMUNICACAO ALTERNATIVA
0301070032;ACOMPANHAMENTO DE PACIENTE P/ ADAPTACAO DE APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) UNI / B
0301070040;ACOMPANHAMENTO NEUROPSICOLOGICO DE PACIENTE EM REABILITACAO
0301070059;ACOMPANHAMENTO PSICOPEDAGOGICO DE PACIENTE EM REABILITACAO
0301070067;ATENDIMENTO / ACOMPANHAMENTO EM REABILITAÇÃO NAS MULTIPLAS DEFICIÊNCIAS
0301070075;ATENDIMENTO / ACOMPANHAMENTO DE PACIENTE EM REABILITACAO DO DESENVOLVIMENTO NEUROPSICOMOTOR
0301070083;ATENDIMENTO EM OFICINA TERAPÊUTICA I PARA PORTADOR DE NECESSIDADES ESPECIAIS (POR OFICINA)
0301070091;ATENDIMENTO EM OFICINA TERAPÊUTICA II PARA PORTADOR DE NECESSIDADES ESPECIAIS (POR OFICINA)
0301070105;ATENDIMENTO/ACOMPANHAMENTO INTENSIVO DE PACIENTE EM REABILITAÇÃO FÍSICA (1 TURNO PACIENTE-DIA - 15 A
0301070113;TERAPIA FONOAUDIOLÓGICA INDIVIDUAL
0301070121;TRATAMENTO INTENSIVO DE PACIENTE EM REABILITAÇÃO FÍSICA (1 TURNO PACIENTE- DIA - 20 ATENDIMENTOS-MÊS
0301070130;TRATAMENTO INTENSIVO DE PACIENTE EM REABILITAÇÃO FÍSICA (2 TURNOS PACIENTE-DIA - 20 ATENDIMENTOS-MÊS
0301070148;TREINO DE ORIENTAÇÃO E MOBILIDADE
0301070156;AVALIAÇÃO MULTIPROFISSIONAL EM DEFICIÊNCIA VISUAL
0301070164;ATENDIMENTO/ACOMPANHAMENTO EM REABILITAÇÃO VISUAL
0301070172;MANUTENÇÃO DA PRÓTESE DE IMPLANTE COCLEAR
0301070180;ACOMPANHAMENTO DE PACIENTE COM PRÓTESE AUDITIVA ANCORADA NO OSSO
0301070199;ACOMPANHAMENTO DE PACIENTE COM IMPLANTE COCLEAR
0301070202;ESTIMULAÇÃO PRECOCE PARA DESENVOLVIMENTO NEUROPSICOMOTOR
0301080011;ABORDAGEM COGNITIVA COMPORTAMENTAL DO FUMANTE (POR ATENDIMENTO / PACIENTE)
0301080020;ACOLHIMENTO NOTURNO DE PACIENTE EM CENTRO DE ATENÇÃO PSICOSSOCIAL
0301080038;ACOLHIMENTO EM TERCEIRO TURNO DE PACIENTE EM CENTRO DE ATENÇÃO PSICOSSOCIAL
0301080046;ACOMPANHAMENTO DE PACIENTE EM SAUDE MENTAL (RESIDENCIA TERAPEUTICA)
0301080054;ACOMPANHAMENTO INTENSIVO DE CRIANCA E ADOLESCENTE C/ TRANSTORNOS MENTAIS
0301080062;ACOMPANHAMENTO INTENSIVO DE PACIENTE EM SAUDE MENTAL
0301080070;ACOMPANHAMENTO INTENSIVO P/ USUÁRIO DE ALCOOL / DROGAS
0301080089;ACOMPANHAMENTO NAO INTENSIVO DE CRIANCA E ADOLESCENTE C/ TRANSTORNOS MENTAIS
0301080097;ACOMPANHAMENTO NAO INTENSIVO DE PACIENTE USUÁRIO DE ALCOOL / DROGAS
0301080100;ACOMPANHAMENTO NAO INTENSIVO DE PACIENTE EM SAUDE MENTAL
0301080119;ACOMPANHAMENTO SEMI-INTENSIVO DE CRIANCA E ADOLESCENTE COM TRANSTORNOS MENTAIS
0301080127;ACOMPANHAMENTO SEMI-INTENSIVO DE PACIENTES EM SAUDE MENTAL
0301080135;ACOMPANHAMENTO SEMI-INTENSIVO PARA USUÁRIO DE ALCOOL / DROGAS
0301080143;ATENDIMENTO EM OFICINA TERAPEUTICA I - SAUDE MENTAL
0301080151;ATENDIMENTO EM OFICINA TERAPEUTICA II - SAUDE MENTAL
0301080160;ATENDIMENTO EM PSICOTERAPIA DE GRUPO
0301080178;ATENDIMENTO INDIVIDUAL EM PSICOTERAPIA
0301080186;ACOLHIMENTO NOTURNO DE PACIENTE DE CENTRO DE ATENÇÃO PSICOSSOCIA ÁLCOOL E DROGAS III
0301080194;ACOLHIMENTO DIURNO DE PACIENTE EM CENTRO DE ATENÇÃO PSICOSSOCIAL
0301080208;ATENDIMENTO INDIVIDUAL DE PACIENTE EM CENTRO DE ATENÇÃO PSICOSSOCIAL
0301080216;ATENDIMENTO EM GRUPO DE PACIENTE EM CENTRO DE ATENÇÃO PSICOSSOCIAL
0301080224;ATENDIMENTO FAMILIAR EM CENTRO DE ATENÇÃO PSICOSSOCIAL
0301080232;ACOLHIMENTO INICIAL POR CENTRO DE ATENÇÃO PSICOSSOCIAL
0301080240;ATENDIMENTO DOMICILIAR PARA PACIENTES DE CENTRO DE ATENÇÃO PSICOSSOCIAL E/OU FAMILIARES
0301080259;AÇåES DE ARTICULAÇÃO DE REDES INTRA E INTERSETORIAIS
0301080267;FORTALECIMENTO DO PROTAGONISMO DE USUÁRIOS DE CENTRO DE ATENÇÃO PSICOSSOCIAL E SEUS FAMILIARES
0301080275;PRÁTICAS CORPORAIS EM CENTRO DE ATENÇÃO PSICOSSOCIAL
0301080283;PRÁTICAS EXPRESSIVAS E COMUNICATIVAS EM CENTRO DE ATENÇÃO PSICOSSOCIAL
0301080291;ATENÇÃO -S SITUAÇåES DE CRISE
0301080305;MATRICIAMENTO DE EQUIPES DA ATENÇÃO BÁSICA
0301080313;AÇåES DE REDUÇÃO DE DANOS
0301080321;ACOMPANHAMENTO DE SERVIÇO RESIDENCIAL TERAPÊUTICO POR CENTRO DE ATENÇÃO PSICOSSOCIAL
0301080330;APOIO - SERVIÇO RESIDENCIAL DE CARÁTER TRANSITÓRIO POR CENTRO DE ATENÇÃO PSICOSSOCIAL
0301080348;AÇåES DE REABILITAÇÃO PSICOSSOCIAL
0301080356;PROMOÇÃO DE CONTRATUALIDADE NO TERRITÓRIO
0301080364;ACOMPANHAMENTO DE PESSOAS COM NECESSIDADES DECORRENTES DO USO DE ÁLCOOL, CRACK E OUTRAS DROGAS EM SE
0301080372;ACOMPANHAMENTO DE PESSOAS ADULTAS COM SOFRIMENTO OU TRANSTORNOS MENTAIS DECORRENTES DO USO DE CRACK,
0301080380;ACOMPANHAMENTO DA POPULAÇÃO INFANTO-JUVENIL COM SOFRIMENTO OU TRANSTORNOS MENTAIS DECORRENTES DO USO
0301080399;MATRICIAMENTO DE EQUIPES DOS PONTOS DE ATENÇÃO DA URGÊNCIA E EMERGÊNCIA, E DOS SERVIÇOS HOSPITALARES
0301090017;ATENDIMENTO EM GERIATRIA (1 TURNO)
0301090025;ATENDIMENTO EM GERIATRIA (2 TURNOS)
0301090033;AVALIAÇÃO MULTIDIMENCIONAL DA PESSOA IDOSA
0301100012;ADMINISTRACAO DE MEDICAMENTOS NA ATENCAO ESPECIALIZADA.
0301100020;ADMINISTRACAO DE MEDICAMENTOS EM ATENCAO BASICA (POR PACIENTE)
0301100039;AFERICAO DE PRESSAO ARTERIAL
0301100047;CATETERISMO VESICAL DE ALIVIO
0301100055;CATETERISMO VESICAL DE DEMORA
0301100063;CUIDADOS COM ESTOMAS
0301100071;CUIDADOS C/ TRAQUEOSTOMIA
0301100080;DETERMINACAO DE PRESSAO VENOSA CENTRAL (PVC)
0301100098;ENEMA
0301100101;INALACAO / NEBULIZACAO
0301100110;IRRIGACAO VESICAL
0301100128;LAVAGEM GASTRICA
0301100136;ORDENHA MAMARIA
0301100144;OXIGENOTERAPIA
0301100152;RETIRADA DE PONTOS DE CIRURGIAS BASICAS (POR PACIENTE)
0301100160;SONDAGEM ENTERAL
0301100179;SONDAGEM GASTRICA
0301100187;TERAPIA DE REIDRATACAO ORAL
0301110018;ACOMPANHAMENTO DE PACIENTE MEDIO / GRANDE QUEIMADO
0301110026;ACOMPANHAMENTO DE PACIENTE PEQUENO QUEIMADO
0301120013;ACOMPANHAMENTO DE PACIENTE C/ FENILCETONURIA
0301120021;ACOMPANHAMENTO DE PACIENTE C/ FIBROSE CISTICA
0301120030;ACOMPANHAMENTO DE PACIENTE COM HEMOGLOBINOPATIAS
0301120048;ACOMPANHAMENTO DE PACIENTE C/ HIPOTIREOIDISMO CONGENITO
0301120056;ACOMPANHAMENTO DE PACIENTE POS-CIRURGIA BARIATRICA POR EQUIPE MULTIPROFISSIONAL
0301120064;ACOMPANHAMENTO EM SERVIÇO DE REFERÊNCIA EM TRIAGEM NEONATAL (SRTN) - HIPERPLASIA ADRENAL CONGÊNITA.
0301120072;ACOMPANHAMENTO EM SERVIÇO DE REFERÊNCIA DE TRIAGEM NEONATAL (SRTN) PACIENTE COM DEFICIÊNCIA DE BIOTI
0301120080;ACOMPANHAMENTO DE PACIENTE PRÉ-CIRURGIA BARIÁTRICA POR EQUIPE MULTIPROFISSIONAL
0301130019;AVALIACAO CLINICA E ELETRONICA DE DISPOSITIVO ELETRICO CARDIACO IMPLANTAVEL
0301130027;ACOMPANHAMENTO DE PACIENTE NO PROCESSO TRANSEXUALIZADOR (POR ATENDIMENTO)
0301130035;ACOMPANHAMENTO NO PROCESSO TRANSEXUALIZADO EXCLUSIVAMENTE PARA ATENDIMENTO CLINICO
0301130043;ACOMPANHAMENTO NO PROCESSO TRANSEXUALIZADOR EXCLUSIVO NAS ETAPAS DO PRÉ E PÓS-OPERATORIO
0301130051;ACOMPANHAMENTO MULTIPROFISSIONAL EM DRC ESTÁGIO 04 PRÉ DIÁLISE
0301130060;ACOMPANHAMENTO MULTIPROFISSIONAL EM DRC ESTÁGIO 05 PRÉ DIÁLISE
0301140014;ATENDIMENTO DE PACIENTE EM CUIDADOS PALIATIVOS
0302010017;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NO PRÉ/PÓS CIRURGIAS UROGINECOLÓGICAS
0302010025;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES C/ DISFUNÇåES UROGINECOLÓGICAS
0302010033;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NEONATO
0302020012;ATENDIMENTO FISIOTERAPÊUTICO DE PACIENTE COM CUIDADOS PALIATIVOS
0302020020;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE ONCOLÓGICO CLÍNICO
0302020039;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NO PRÉ E PÓS CIRURGIA ONCOLÓGICA
0302030018;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES COM ALTERAÇåES OCULOMOTORAS CENTRAIS C/ COMPROMETIMENTO SI
0302030026;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM ALTERAÇåES OCULOMOTORAS PERIFÉRICAS
0302040013;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM TRANSTORNO RESPIRATÓRIO COM COMPLICAÇåES SISTÊMICAS
0302040021;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM TRANSTORNO RESPIRATÓRIO SEM COMPLICAÇåES SISTÊMICAS
0302040030;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM TRANSTORNO CLÍNICO CARDIOVASCULAR
0302040048;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE PRÉ/PÓS CIRURGIA CARDIOVASCULAR
0302040056;ATENDIMENTO FISIOTERAPÊUTICO NAS DISFUNÇåES VASCULARES PERIFÉRICAS
0302050019;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES NO PRÉ E PÓS-OPERATÓRIO NAS DISFUNÇåES MÚSCULO ESQUELÉTICA
0302050027;ATENDIMENTO FISIOTERAPÊUTICO NAS ALTERAÇåES MOTORAS
0302050035;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES NO PRÉ E PÓS-OPERATÓRIO NAS DISFUNÇåES MUSCULO- ESQUELETIC
0302060014;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES COM DISTÚRBIOS NEURO-CINÉTICO-FUNCIONAIS SEM COMPLICAÇåES
0302060022;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES COM DISTÚRBIOS NEURO-CINÉTICO-FUNCIONAIS COM COMPLICAÇåES
0302060030;ATENDIMENTO FISIOTERAPÊUTICO NAS DESORDENS DO DESENVOLVIMENTO NEURO MOTOR
0302060049;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE C/ COMPROMETIMENTO COGNITIVO
0302060057;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NO PRÉ/PÓS-OPERATÓRIO DE NEUROCIRURGIA
0302070010;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE MÉDIO QUEIMADO
0302070028;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE GRANDE QUEIMADO
0302070036;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM SEQELAS POR QUEIMADURAS (MÉDIO E GRANDE QUEIMADOS)
0303010010;TRATAMENTO DE DENGUE CLÁSSICA
0303010029;TRATAMENTO DE DENGUE HEMORRÁGICA
0303010037;TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
0303010045;TRATAMENTO DE DOENÇAS BACTERIANAS ZOONÓTICAS
0303010053;TRATAMENTO DE OUTRAS DOENÇAS DEVIDAS A PROTOZOÁRIOS (B55 A B64)
0303010061;TRATAMENTO DE DOENÇAS INFECCIOSAS E INTESTINAIS
0303010070;TRATAMENTO DE FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS
0303010088;TRATAMENTO DE HANSENÍASE
0303010096;TRATAMENTO DE HANTAVIROSE
0303010100;TRATAMENTO DE HELMINTÍASES (B65 a B83)
0303010118;TRATAMENTO DE HEPATITES VIRAIS
0303010126;TRATAMENTO DE INFECÇåES DE TRANSMISSÇO PREDOMINANTEMENTE SEXUAL (A50 A A64)
0303010134;TRATAMENTO DE INFECÇåES VIRAIS CARACTERIZADAS POR LESåES DE PELE E MUCOSAS (B00 A B09)
0303010142;TRATAMENTO DE INFECÇåES VIRAIS DO SISTEMA NERVOSO CENTRAL
0303010150;TRATAMENTO DE MALÁRIA
0303010169;TRATAMENTO DE MICOSES (B35 A B49)
0303010177;TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR CLAMÍDIAS(A70 A A74)
0303010185;TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR ESPIROQUETAS (A65 A A69)
0303010193;TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR VÍRUS (B25 A B34)
0303010207;TRATAMENTO DE POLIOMIELITE PARALÍTICA AGUDA
0303010215;TRATAMENTO DE TUBERCULOSE (A15 a A19)
0303020016;PULSOTERAPIA I (POR APLICACAO)
0303020024;PULSOTERAPIA II (POR APLICACAO)
0303020032;TRATAMENTO DE ANEMIA APLASTICA E OUTRAS ANEMIAS
0303020040;TRATAMENTO DE ANEMIA HEMOLITICA
0303020059;TRATAMENTO DE ANEMIAS NUTRICIONAIS
0303020067;TRATAMENTO DE DEFEITOS DA COAGULACAO PURPURA E OUTRAS AFECCOES HEMORRAGICAS
0303020075;TRATAMENTO DE HEMOFILIAS
0303020083;TRATAMENTO DE OUTRAS DOENCAS DO SANGUE E DOS ORGAOS HEMATOPOETICOS
0303030011;TRATAMENTO DA FIBROSE CISTICA
0303030020;TRATAMENTO DE DESNUTRICAO
0303030038;TRATAMENTO DE DIABETES MELLITUS
0303030046;TRATAMENTO DE DISTURBIOS METABOLICOS
0303030054;TRATAMENTO DE TRANSTORNOS DA GLANDULA TIREOIDE
0303030062;TRATAMENTO DE TRANSTORNOS DE OUTRAS GLANDULAS ENDOCRINAS
0303030070;ADMINISTRAÇÃO HORMONAL (VALOR MENSAL)
0303030089;TRATAMENTO HORMONAL PREPARATÓRIO PARA CIRURGIA DE REDESIGNAÇÃO SEXUAL NO PROCESSO TRANSEXUALIZADOR
0303030097;TERAPIA HORMONAL NO PROCESSO TRANSEXUALIZADOR
0303040017;AJUSTE MEDICAMENTOSO DE SITUACOES NEUROLOGICAS AGUDIZADAS
0303040025;INTERNACAO P/ O TRATAMENTO MEDICAMENTOSO DA OSTEOGENESIS IMPERFECTA
0303040033;TRATAMENTO DA MIGRANEA COMPLICADA
0303040041;TRATAMENTO CLINICO DE ABSCESSO CEREBRAL
0303040050;TRATAMENTO CLINICO DE COREIA AGUDA
0303040068;TRATAMENTO CONSERVADOR DA DOR REBELDE DE ORIGEM CENTRAL OU NEOPLASICA
0303040076;TRATAMENTO CONSERVADOR DA HEMORRAGIA CEREBRAL
0303040084;TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO (GRAU LEVE)
0303040092;TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO (GRAU MEDIO)
0303040106;TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO GRAVE
0303040114;TRATAMENTO CONSERVADOR DE TRAUMATISMO RAQUIMEDULAR
0303040122;TRATAMENTO CONSERVADOR DE TUMOR DO SISTEMA NERVOSO CENTRAL
0303040130;TRATAMENTO CLINICO DAS MIELITES / MIELOPATIAS
0303040149;TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO)
0303040157;TRATAMENTO DE COMPLICACOES DA HIDROCEFALIA
0303040165;TRATAMENTO DE CRISES EPILETICAS NAO CONTROLADAS
0303040173;TRATAMENTO DE DISTROFIAS MUSCULARES
0303040181;TRATAMENTO DE DOENCA DE PARKINSON
0303040190;TRATAMENTO DE DOENCA DOS NEURONIOS MOTORES CENTRAIS C/ OU S/ AMIOTROFIAS
0303040203;TRATAMENTO DE DOENCAS NEURO-DEGENERATIVAS
0303040211;TRATAMENTO DE ENCEFALOPATIA HIPERTENSIVA
0303040220;TRATAMENTO DE ESCLEROSE GENERALIZADA PROGRESSIVA
0303040238;TRATAMENTO DE FRATURA DA COLUNA VERTEBRAL C/ LESAO DA MEDULA ESPINHAL
0303040246;TRATAMENTO DE INTERCORRENCIAS DE DOENCAS NEUROMUSCULARES
0303040254;TRATAMENTO DE MIASTENIA GRAVE
0303040262;TRATAMENTO DE POLINEUROPATIAS
0303040270;TRATAMENTO DE POLIRRADICULONEURITE DESMIELINIZANTE AGUDA
0303040289;TRATAMENTO DE SURTO DE ESCLEROSE MULTIPLA
0303040297;TRATAMENTO DE PROCESSO TOXI-INFECCIOSO DO CEREBRO OU DA MEDULA ESPINHAL
0303040300;TRATAMENTO DO ACIDENTE VASCULAR CEREBRAL ISQUÊMICO AGUDO COM USO DE TROMBOLÍTICO
0303050012;ACOMPANHAMENTO E AVALIACAO DE GLAUCOMA POR FUNDOSCOPIA E TONOMETRIA
0303050020;EXERCICIOS ORTOPTICOS
0303050039;TRATAMENTO OFTALMOLãGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (1¦ LINHA )
0303050047;TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (2¦ LINHA)
0303050055;TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (3 ¦ LINHA)
0303050063;TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA MONOCULAR (1¦ LINHA )
0303050071;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR (2¦ LINHA)
0303050080;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR (3¦ LINHA)
0303050098;TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE ACETAZOLAMIDA MONOCULAR OU BINO
0303050101;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE PILOCARPINA MONOCULAR
0303050110;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE PILOCARPINA BINOCULAR
0303050128;CONSULTA OFTALMOLÓGICA - PROJETO OLHAR BRASIL
0303050136;TRATAMENTO CLÍNICO DE INTERCORRÊNCIAS OFTALMOLÓGICAS
0303050144;TRATAMENTO CLÍNICO DE INTERCORRÊNCIAS OFTALMOLÓGICAS DE ORIGEM INFECCIOSA
0303050152;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1¦ LINHA ASSOCIADA A 2¦ LINHA - MONOCULAR
0303050160;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1¦ LINHA ASSOCIADA A 2¦ LINHA - BINOCULAR
0303050179;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1¦ LINHA ASSOCIADA A 3¦ LINHA - MONOCULAR
0303050187;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1¦ LINHA ASSOCIADA A 3¦ LINHA - BINOCULAR
0303050195;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 2¦ LINHA ASSOCIADA A 3¦ LINHA - MONOCULAR
0303050209;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 2¦ LINHA ASSOCIADA A 3¦ LINHA - BINOCULAR
0303050217;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR- ASSOCIAÇÃO DE 1¦, 2¦ E 3¦ LINHAS
0303050225;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA BINOCULAR - ASSOCIAÇÃO 1¦, 2¦ E 3¦ LINHAS
0303050233;TRATAMENTO MEDICAMENTOSO DA DOENÇA DA RETINA
0303060018;TRATAMENTO DE ANEURISMA DA AORTA
0303060026;TRATAMENTO DE ARRITMIAS
0303060034;TRATAMENTO DE CARDIOPATIA HIPERTROFICA
0303060042;TRATAMENTO DE CARDIOPATIA ISQUEMICA CRONICA
0303060050;TRATAMENTO DE CHOQUE ANAFILATICO
0303060069;TRATAMENTO DE CHOQUE CARDIOGENICO
0303060077;TRATAMENTO DE CHOQUE HIPOVOLEMICO
0303060085;TRATAMENTO DE COMPLICACOES CARDIACAS POS-CIRURGIA
0303060093;TRATAMENTO DE COMPLICACOES DE DISPOSITIVOS PROTETICOS IMPLANTES E ENXERTOS CARDIACOS E VALVULARES
0303060107;TRATAMENTO DE CRISE HIPERTENSIVA
0303060115;TRATAMENTO DE DOENCA REUMATICA C/ COMPROMETIMENTO CARDIACO
0303060123;TRATAMENTO DE DOENCA REUMATICA S/ CARDITE
0303060131;TRATAMENTO DE EDEMA AGUDO DE PULMAO
0303060140;TRATAMENTO DE EMBOLIA PULMONAR
0303060158;TRATAMENTO DE ENDOCARDITE INFECCIOSA EM PROTESE VALVAR
0303060166;TRATAMENTO DE ENDOCARDITE INFECCIOSA EM VALVULA NATIVA
0303060174;TRATAMENTO DE HIPERTENSAO PULMONAR
0303060182;TRATAMENTO DE HIPERTENSAO SECUNDARIA
0303060190;TRATAMENTO DE INFARTO AGUDO DO MIOCÁRDIO
0303060204;TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA
0303060212;TRATAMENTO DE INSUFICIENCIA CARDIACA
0303060220;TRATAMENTO DE LINFADENITES INESPECIFICAS
0303060239;TRATAMENTO DE MIOCARDIOPATIAS
0303060247;TRATAMENTO DE OUTRAS VASCULOPATIAS
0303060255;TRATAMENTO DE PARADA CARDIACA C/ RESSUSCITACAO
0303060263;TRATAMENTO DE PE DIABETICO COMPLICADO
0303060271;TRATAMENTO DE PERICARDITE
0303060280;TRATAMENTO DE SINDROME CORONARIANA AGUDA
0303060298;TRATAMENTO DE TROMBOSE VENOSA PROFUNDA
0303060301;TRATAMENTO DE VARIZES DOS MEMBROS INFERIORES C/ ULCERA
0303070013;DILATACAO DE ESOFAGO C/ OGIVAS SOB VISAO ENDOSCOPICA (POR SESSAO)
0303070021;HEMOPERFUSAO
0303070030;REMOCAO MANUAL DE FECALOMA
0303070048;RETIRADA DE CORPO ESTRANHO DO ESOFAGO
0303070056;RETIRADA DE CORPO ESTRANHO DO ESTOMAGO / DUODENO
0303070064;TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO
0303070072;TRATAMENTO DE DOENCAS DO FIGADO
0303070080;TRATAMENTO DE DOENCAS DO PERITONIO
0303070099;TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS
0303070102;TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO
0303070110;TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO
0303070129;TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS
0303070137;TRATAMENTO DE INTERCORRENCIA CLINICA PÓS-CIRURGIA BARIATRICA
0303080019;CAUTERIZACAO QUIMICA DE PEQUENAS LESOES
0303080027;DESBASTAMENTO DE CALOSIDADE E/OU MAL PERFURANTE (DESBASTAMENTO)
0303080035;ESFOLIACAO QUIMICA
0303080043;TRATAMENTO DE AFECCOES BOLHOSAS
0303080051;TRATAMENTO DE DERMATITES E ECZEMAS
0303080060;TRATAMENTO DE ESTAFILOCOCCIAS
